SampleSize,LossFunction,Accuracy
163,0.7912066578865051,0.9018405079841614
176,0.7563076019287109,0.9204545617103577
166,0.36941030621528625,0.9397590160369873
45,0.025990942493081093,1.0
153,0.5782163739204407,0.9281045794487
54,0.15810659527778625,0.9444444179534912
149,0.2834113836288452,0.9463087320327759
129,0.09600618481636047,0.9844961166381836
126,0.6462109684944153,0.9126983880996704
75,0.13830050826072693,0.9733333587646484
156,0.7666659355163574,0.8974359035491943
120,0.641925036907196,0.9166666865348816
135,0.24908535182476044,0.9407407641410828
76,0.3914220631122589,0.9078947305679321
55,0.18708589673042297,0.9454545378684998
134,0.33302146196365356,0.9552238583564758
145,0.8068380355834961,0.9241379499435425
165,0.40602749586105347,0.9515151381492615
53,0.7326352596282959,0.9056603908538818
44,0.7182900905609131,0.9090909361839294
140,0.5078762769699097,0.9428571462631226
38,0.015411220490932465,1.0
39,0.17120800912380219,0.9743589758872986
81,0.0933271199464798,0.9876543283462524
90,0.6716580986976624,0.8999999761581421
177,0.4818134307861328,0.9322034120559692
33,0.7655438780784607,0.939393937587738
62,0.16120006144046783,0.9677419066429138
111,0.6078253984451294,0.9279279112815857
117,0.3586057126522064,0.9316239356994629
64,0.3133237659931183,0.984375
143,0.3579649329185486,0.9370629191398621
99,0.2270725667476654,0.9696969985961914
77,0.13930749893188477,0.9610389471054077
105,0.4181215167045593,0.9333333373069763
119,0.6100847125053406,0.924369752407074
120,0.5070117712020874,0.9416666626930237
49,0.2193695306777954,0.9591836929321289
150,0.5120571255683899,0.9133333563804626
125,0.46606647968292236,0.9279999732971191
143,0.3038893938064575,0.9650349617004395
61,0.09164117276668549,0.9836065769195557
85,0.12037288397550583,0.9764705896377563
169,0.4580155313014984,0.9171597361564636
62,0.3572542071342468,0.9516128897666931
134,0.5190246105194092,0.9402984976768494
166,0.3832014799118042,0.9096385836601257
115,0.3469294607639313,0.947826087474823
68,0.112854965031147,0.970588207244873
118,0.34132474660873413,0.9322034120559692
178,0.5217759013175964,0.9044944047927856
75,0.4600137770175934,0.8933333158493042
126,0.40600788593292236,0.9444444179534912
178,0.5809867978096008,0.9213483333587646
171,0.5440479516983032,0.9122806787490845
